Metadata	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Streptococcaceae	B	0.00520284969328564	177	138	0.00152335512507495	0.17836046741956
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group	M	-0.0024467228386631	177	159	0.00166254202549352	0.17836046741956
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Acidaminococcaceae	Children	-0.000964283890677674	177	166	0.00236664886620471	0.17836046741956
Urban2	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales	B	0.000413278240827474	177	151	0.00123717417438751	0.17836046741956
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales	Children	-0.00142900990673611	177	177	0.00161285417387848	0.17836046741956
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-010	B	-0.000387791866608585	177	139	0.00304201769044685	0.203538638197171
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotellaceae UCG-004	C	-0.000534628490022566	177	45	0.00386814920234069	0.210885763920203
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Bacillales|D_4_Planococcaceae|D_5_Lysinibacillus	Children	-2.05495406176295e-05	177	8	0.00354998022733625	0.210885763920203
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Marvinbryantia	C	-0.000272788705035776	177	96	0.00381015607662358	0.210885763920203
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptococcaceae|D_5_Peptococcus	B	-4.6501922082896e-05	177	58	0.00337784726618401	0.210885763920203
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-010	M	-0.00148972811808926	177	161	0.00386567621023375	0.210885763920203
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptococcaceae|D_5_Peptococcus	C	-4.87615383007997e-05	177	58	0.00431057924641947	0.217733642465326
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Faecalibacterium	B	0.00450184009290963	177	177	0.00458542317691922	0.217733642465326
Gender	D_0_Bacteria|D_1_WPS-2|D_2_uncultured rumen bacterium|D_3_uncultured rumen bacterium|D_4_uncultured rumen bacterium|D_5_uncultured rumen bacterium	M	-0.000266780615819177	177	47	0.00428497965023104	0.217733642465326
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae	C	-0.00625537736929765	177	170	0.00458288452805419	0.217733642465326
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_uncultured Porphyromonadaceae bacterium	B	-0.00490102058067087	177	135	0.00599252514107975	0.222595376108108
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Rikenellaceae|D_5_Rikenellaceae RC9 gut group	C	-0.00408607714694627	177	170	0.00635122676395418	0.222595376108108
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Tannerellaceae|D_5_Parabacteroides	B	-0.0014354002540136	177	147	0.00541379620640377	0.222595376108108
Urban2	D_0_Bacteria|D_1_Fibrobacteres|D_2_Fibrobacteria|D_3_Fibrobacterales|D_4_Fibrobacteraceae|D_5_Fibrobacter	B	0.000132034080118108	177	17	0.00500011338022218	0.222595376108108
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured organism	M	-0.000662791413535811	177	94	0.00546205133718106	0.222595376108108
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Butyrivibrio	B	-0.000583256968416839	177	83	0.00521577902230738	0.222595376108108
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_GCA-900066225	Children	-0.000214721878347571	177	48	0.00626404681586133	0.222595376108108
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae NK4A214 group	C	-0.000732548230441727	177	143	0.00617029564771863	0.222595376108108
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Rikenellaceae	C	-0.00427884374956437	177	174	0.00591813346833146	0.222595376108108
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Tannerellaceae	B	-0.0014354002540136	177	147	0.00541379620640377	0.222595376108108
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII	M	-0.000198043276273387	177	130	0.00601952333586376	0.222595376108108
Urban2	D_0_Archaea|D_1_Euryarchaeota|D_2_Methanobacteria|D_3_Methanobacteriales|D_4_Methanobacteriaceae|D_5_Methanosphaera	B	-1.02513908514742e-05	177	9	0.00822583332466704	0.237513044814645
Urban2	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_uncultured	B	4.09513385289771e-05	177	20	0.00758352197607028	0.237513044814645
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Coprococcus 3	M	-0.000199496985250242	177	131	0.00848270981346233	0.237513044814645
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-001	M	0.000207260550217895	177	74	0.00878200684008986	0.237513044814645
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Oribacterium	C	-0.000110822316319409	177	78	0.00772874176753768	0.237513044814645
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae NK4A214 group	M	-0.000520645723449792	177	143	0.00887446838641677	0.237513044814645
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-002	C	-0.002913202190533	177	174	0.00887016924776349	0.237513044814645
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Acidaminococcaceae|D_5_Phascolarctobacterium	C	-0.00113397886948375	177	166	0.00792047641353696	0.237513044814645
Urban2	D_0_Archaea|D_1_Euryarchaeota|D_2_Methanobacteria|D_3_Methanobacteriales|D_4_Methanobacteriaceae	C	-0.000222961869622546	177	89	0.00759689832443891	0.237513044814645
Urban2	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae	B	0.000205596842036713	177	113	0.00878671239791193	0.237513044814645
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Leuconostocaceae	B	-0.000103027992564376	177	32	0.00707542026559851	0.237513044814645
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptococcaceae	B	-5.13007621975892e-05	177	63	0.00881127653251422	0.237513044814645
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Acidaminococcaceae	C	-0.00114283924922214	177	166	0.00744058037073903	0.237513044814645
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptococcaceae	C	-5.47905111870864e-05	177	63	0.00940753913983272	0.247283885961317
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured rumen bacterium	Children	-7.13395587507458e-05	177	27	0.00969037395888517	0.250249657324192
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Negativibacillus	B	-6.16009519020723e-05	177	34	0.00990703842835632	0.251433802871388
Urban2	D_0_Archaea|D_1_Euryarchaeota|D_2_Methanobacteria|D_3_Methanobacteriales|D_4_Methanobacteriaceae|D_5_Methanobrevibacter	C	-0.000209802376506205	177	89	0.0105132443854938	0.255507200852214
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae|D_5_Intestinibacter	Children	-0.000205583621761889	177	84	0.0103006586260698	0.255507200852214
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli	B	0.00697605743622031	177	157	0.0105882739483594	0.255507200852214
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotellaceae NK3B31 group	C	-0.000938604165399803	177	144	0.0114186000899417	0.25819031670287
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Leuconostocaceae|D_5_Weissella	B	-9.07397989545281e-05	177	25	0.0109794331505298	0.25819031670287
Age_grp	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_uncultured Mollicutes bacterium|D_5_uncultured Mollicutes bacterium	Children	-4.59621765103833e-05	177	21	0.0110790326810157	0.25819031670287
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pasteurellales|D_4_Pasteurellaceae	M	0.000931231997415598	177	143	0.0114658283277551	0.25819031670287
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales	B	0.00653168557432869	177	153	0.0115764680043406	0.25819031670287
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Butyrivibrio	C	-0.000564013286840374	177	83	0.0119846006466393	0.26330346495303
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured bacterium	M	-0.00117792198702118	177	144	0.012316443371695	0.264889134688686
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Veillonellaceae	C	-0.00128407703798006	177	157	0.0124166781885321	0.264889134688686
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Catenibacterium	B	0.000654581459234784	177	152	0.0128954782846096	0.271173486213504
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_|D_5_	B	0.000207714566549672	177	66	0.0133471456063125	0.272874976840168
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Intestinimonas	C	4.93291426389917e-05	177	32	0.0132587831674729	0.272874976840168
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_	Children	0.000869492285977906	177	153	0.0136712581350824	0.275672492806044
Gender	D_0_Bacteria|D_1_Cyanobacteria|D_2_Melainabacteria|D_3_Gastranaerophilales|D_4_gut metagenome|D_5_gut metagenome	M	-0.000435006277144973	177	34	0.0145395324993996	0.285362557854882
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae NC2004 group	B	-4.88981343814224e-05	177	16	0.0144471395152352	0.285362557854882
Age_grp	D_0_Bacteria|D_1_Lentisphaerae|D_2_Lentisphaeria|D_3_Victivallales|D_4_vadinBE97|D_5_	Children	-3.89924334657513e-05	177	5	0.0160042090661909	0.302028150582474
Gender	D_0_Bacteria|D_1_Lentisphaerae|D_2_Oligosphaeria|D_3_Oligosphaerales|D_4_Oligosphaeraceae|D_5_Z20	M	-0.000559424925514749	177	41	0.0158724320412029	0.302028150582474
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae	Children	-0.000289920541484655	177	102	0.0156169873737704	0.302028150582474
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Carnobacteriaceae|D_5_Dolosigranulum	B	-6.98656833028573e-06	177	12	0.0169619551427917	0.308872326394013
Age_grp	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_uncultured prokaryote|D_5_uncultured prokaryote	Children	-9.45392129721516e-05	177	55	0.0169963712214097	0.308872326394013
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia	B	-0.0181055713655253	177	177	0.0167273654100657	0.308872326394013
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_gut metagenome	M	-0.000149018338740538	177	95	0.0177698040122422	0.311394660785958
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae NC2004 group	C	-5.11199303710105e-05	177	16	0.017571676068131	0.311394660785958
Urban2	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Aeromonadales|D_4_Succinivibrionaceae|D_5_Ruminobacter	C	0.0182598078622832	177	137	0.0175811042068363	0.311394660785958
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales	B	-0.0179366356375523	177	177	0.0180235986238468	0.312126319697677
Urban2	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Coriobacteriaceae|D_5_Collinsella	B	0.000184747590886778	177	123	0.0193934781541838	0.316103825688794
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotellaceae UCG-003	C	-0.00330632634348541	177	133	0.0196198606443618	0.316103825688794
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Family XIII AD3011 group	M	-0.000122885973709638	177	101	0.019130674264101	0.316103825688794
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminiclostridium 6	C	0.000199938389360745	177	96	0.0201383529891317	0.316103825688794
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales|D_4_Burkholderiaceae|D_5_Sutterella	Children	-0.000623834286904463	177	148	0.0196964718138391	0.316103825688794
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pasteurellales|D_4_Pasteurellaceae|D_5_	M	4.4758751814199e-05	177	14	0.018875275641925	0.316103825688794
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pasteurellales|D_4_Pasteurellaceae|D_5_Haemophilus	M	0.000743673008850761	177	141	0.0201244147881055	0.316103825688794
Urban2	D_0_Bacteria|D_1_WPS-2|D_2_uncultured rumen bacterium|D_3_uncultured rumen bacterium|D_4_uncultured rumen bacterium|D_5_uncultured rumen bacterium	C	-0.000289719491227977	177	47	0.020400722445948	0.316103825688794
Urban2	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Coriobacteriaceae	B	0.000185533019045124	177	125	0.0187823820955393	0.316103825688794
Urban2	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Aeromonadales|D_4_Succinivibrionaceae	C	0.0237809384650346	177	162	0.0203967920815796	0.316103825688794
Urban2	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Slackia	B	2.91900778538166e-05	177	16	0.021560226473547	0.31614767263899
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae|D_5_Sanguibacteroides	B	-8.06522937903365e-06	177	2	0.0218179518188337	0.31614767263899
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotella 2	Children	0.00268776873553092	177	170	0.0220169391063777	0.31614767263899
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_uncultured	Children	-0.000398752364590397	177	129	0.0221217461153641	0.31614767263899
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Veillonellaceae|D_5_Anaerovibrio	B	0.000234010389847131	177	68	0.0219836799359055	0.31614767263899
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rhodospirillales|D_4_uncultured|D_5_uncultured rumen bacterium	M	-0.000127209412746842	177	23	0.0216124601815071	0.31614767263899
Gender	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_gut metagenome|D_5_gut metagenome	M	-0.00037989100944009	177	113	0.0216427524092466	0.31614767263899
Age_grp	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_uncultured bacterium|D_5_uncultured bacterium	Children	-0.000407502156607743	177	148	0.0212917461053926	0.31614767263899
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_	C	-0.000619044238006528	177	93	0.0224984185492808	0.318439154851359
Gender	D_0_Archaea|D_1_Euryarchaeota|D_2_Thermoplasmata|D_3_Methanomassiliicoccales|D_4_Methanomethylophilaceae|D_5_Candidatus Methanogranum	M	-0.000140561775854712	177	50	0.0235099169010263	0.323304198123164
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Fournierella	Children	-5.97864369481267e-05	177	61	0.023509394567392	0.323304198123164
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Erysipelotrichaceae UCG-004	C	-0.000259418837969929	177	88	0.0237206884492539	0.323304198123164
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae	B	-0.000272750420337132	177	107	0.0234658812570388	0.323304198123164
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Eubacterium] ruminantium group	C	0.000432025449908393	177	124	0.0251497207841647	0.336548990857185
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Enterobacteriales|D_4_Enterobacteriaceae|D_5_	M	0.000813644354686451	177	47	0.0250188206135274	0.336548990857185
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Family XIII UCG-001	C	-4.99921547939569e-05	177	65	0.0256517788912946	0.339332197918206
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-008	C	3.18577085524122e-05	177	16	0.0260492787804058	0.339332197918206
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-010	Children	-0.00113701023008494	177	161	0.0259128020960816	0.339332197918206
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_metagenome	C	-0.00144742615889035	177	86	0.0270785131503456	0.345720789446204
Urban2	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Enterobacteriales|D_4_Enterobacteriaceae|D_5_Morganella	B	-0.000126908546079115	177	6	0.027244301342228	0.345720789446204
Urban2	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Enterobacteriales|D_4_Enterobacteriaceae|D_5_Morganella	C	-0.00013710276739645	177	6	0.0268385894987618	0.345720789446204
Urban2	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Senegalimassilia	B	0.000136949810684245	177	99	0.0278325676177387	0.347199487570436
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Anaerosporobacter	Children	0.000128773393363081	177	30	0.0277023010851187	0.347199487570436
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-005	C	-0.00213917009673396	177	169	0.028194600214877	0.348760096775622
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Family XIII UCG-001	M	-3.62373602489123e-05	177	65	0.0297524904325906	0.364963882639778
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Blautia	M	0.000895867799328747	177	174	0.0300988043921803	0.366160661696606
Urban2	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-002	B	-0.00222514377041877	177	174	0.0307279526445156	0.370750379448581
Gender	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_unidentified rumen bacterium RF39|D_5_unidentified rumen bacterium RF39	M	-9.41894417526553e-05	177	35	0.0313753371823859	0.373116544057744
Gender	D_0_Archaea|D_1_Euryarchaeota|D_2_Thermoplasmata|D_3_Methanomassiliicoccales|D_4_Methanomethylophilaceae	M	-0.000146119674628348	177	52	0.0314310132222556	0.373116544057744
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Bacteroidales RF16 group|D_5_uncultured bacterium	B	-0.00110055471246082	177	80	0.032875569948181	0.376919216610419
Urban2	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae|D_5_Sanguibacteroides	C	-8.10107419195962e-06	177	2	0.0323313517863662	0.376919216610419
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Deltaproteobacteria|D_3_Desulfovibrionales|D_4_Desulfovibrionaceae|D_5_Desulfovibrio	Children	-0.000185238559078502	177	119	0.0329081179133896	0.376919216610419
Urban2	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mycoplasmatales|D_4_Mycoplasmataceae|D_5_Candidatus Lumbricincola	B	0.00246457582122217	177	54	0.0330316433034946	0.376919216610419
Urban2	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mycoplasmatales|D_4_Mycoplasmataceae	B	0.0024710014040167	177	65	0.0324797422834511	0.376919216610419
Urban2	D_0_Bacteria|D_1_Cyanobacteria|D_2_Oxyphotobacteria|D_3_Chloroplast|D_4_|D_5_	B	4.54863971071051e-05	177	28	0.034507381395389	0.387747064229103
