Metadata	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Erysipelotrichaceae UCG-004	Medium	-0.000374211103400153	154	88	0.00106882418549271	0.0762150880891554
Age_grp	D_0_Archaea|D_1_Euryarchaeota|D_2_Thermoplasmata|D_3_Methanomassiliicoccales|D_4_Methanomethylophilaceae	Children	-0.000149146638934473	154	38	0.00106114171935619	0.0762150880891554
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Tannerellaceae|D_5_Parabacteroides	Medium	0.00152017734418225	154	115	0.00154703093381622	0.0892127686878182
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_|D_5_	Medium	-0.000186758101351427	154	77	0.00148904909781168	0.0892127686878182
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Tannerellaceae	Medium	0.00151316122700074	154	116	0.00162057708788044	0.0892127686878182
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Deltaproteobacteria|D_3_Desulfovibrionales|D_4_Desulfovibrionaceae|D_5_Desulfovibrio	M	-0.000500400599786425	154	106	0.00177778409722404	0.093206680525889
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Family XIII AD3011 group	M	-0.000189591156432866	154	105	0.00217853875957013	0.104285703229857
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_|D_4_|D_5_	Medium	-0.000125569598454911	154	43	0.00214195651641747	0.104285703229857
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured rumen bacterium	Medium	-0.000198502182047885	154	38	0.0025132677001366	0.109748120082284
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Family XIII UCG-001	M	-5.79959913742184e-05	154	66	0.00259169039249718	0.109748120082284
Urban	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_uncultured Firmicutes bacterium|D_5_uncultured Firmicutes bacterium	Medium	1.79097931064079e-05	154	8	0.00250990992384528	0.109748120082284
Urban	D_0_Bacteria|D_1_Cyanobacteria|D_2_Melainabacteria|D_3_Gastranaerophilales|D_4_gut metagenome|D_5_gut metagenome	Medium	-0.000468802454102155	154	34	0.00274934950472069	0.111481154109894
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Oribacterium	Medium	-9.71471360966109e-05	154	72	0.00283512471850775	0.111481154109894
Urban	D_0_Archaea|D_1_Euryarchaeota|D_2_Methanobacteria|D_3_Methanobacteriales|D_4_Methanobacteriaceae|D_5_Methanobrevibacter	Medium	-0.000605363330659077	154	112	0.00324508444670542	0.119094599194089
Urban	D_0_Archaea|D_1_Euryarchaeota|D_2_Methanobacteria|D_3_Methanobacteriales|D_4_Methanobacteriaceae	Medium	-0.000605964643249639	154	112	0.003222435703815	0.119094599194089
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Eubacterium] ruminantium group	Medium	0.000652146220808165	154	105	0.00366534667369179	0.126776011450183
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae|D_5_Paeniclostridium	Medium	5.03636318862241e-05	154	6	0.00374935671336243	0.126776011450183
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Christensenellaceae	M	-0.00190712307675999	154	145	0.0037998259562725	0.126776011450183
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Christensenellaceae|D_5_Christensenellaceae R-7 group	M	-0.00181881862650022	154	145	0.00429313160834695	0.13789418044123
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Erysipelotrichaceae UCG-004	M	0.000318122901956162	154	88	0.00438355705308177	0.13789418044123
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group	Medium	-0.00291992286004262	154	147	0.00452792287363925	0.138478974552134
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-003	Medium	0.000184292146851228	154	38	0.00522103675707813	0.15536112079846
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_Clostridiales bacterium enrichment culture clone 06-1235251-67	Medium	-0.000102465290840632	154	70	0.00554954326544052	0.160790714085527
Gender	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_p-2534-18B5 gut group|D_5_uncultured bacterium	M	-0.00284273265595167	154	61	0.00602397391783213	0.16176573862276
Age_grp	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mycoplasmatales|D_4_Mycoplasmataceae|D_5_Candidatus Lumbricincola	Children	-0.0053463593802909	154	32	0.00592158248225016	0.16176573862276
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Deltaproteobacteria|D_3_Desulfovibrionales|D_4_Desulfovibrionaceae	M	-0.000527386668858391	154	130	0.00585301548076364	0.16176573862276
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Anaerostipes	Medium	-0.00121510418898863	154	120	0.00623347209164302	0.161858502757917
Age_grp	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mycoplasmatales|D_4_Mycoplasmataceae	Children	-0.00530449283562336	154	39	0.00632144924485963	0.161858502757917
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_p-2534-18B5 gut group|D_5_uncultured bacterium	Medium	-0.00284592641259493	154	61	0.00699427001874316	0.167406332405135
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured rumen bacterium	Children	-0.000177025495106958	154	38	0.00695783726175417	0.167406332405135
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII	M	-0.000340853201654674	154	120	0.00684717722751502	0.167406332405135
Age_grp	D_0_Archaea|D_1_Euryarchaeota|D_2_Thermoplasmata|D_3_Methanomassiliicoccales|D_4_Methanomethylophilaceae|D_5_Candidatus Methanogranum	Children	-0.000107228798567223	154	28	0.0072767396043955	0.170461495839137
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotella 9	Medium	0.0188105084609345	154	153	0.00763499729459518	0.172968504143921
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales|D_4_Burkholderiaceae|D_5_Sutterella	Medium	0.000649186843018272	154	120	0.00769796249141883	0.172968504143921
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Coprococcus 1	Children	0.000108823937513113	154	119	0.00835533542730274	0.183984486109206
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Asteroleplasma	Medium	0.000598001214228174	154	31	0.0089938454584169	0.184546132441781
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rhodospirillales|D_4_uncultured|D_5_unidentified rumen bacterium RF32	Medium	-9.81966363992984e-05	154	17	0.00877115203095338	0.184546132441781
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales	Medium	0.0190364990608421	154	154	0.0090171853141749	0.184546132441781
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia	Medium	0.0190073946423572	154	154	0.00905130894809823	0.184546132441781
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae	Medium	-0.0101574179005971	154	154	0.00922235502424395	0.184614779667138
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_	Medium	-0.00143067220001997	154	133	0.00939053302340806	0.184624586763791
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae	Medium	0.0207986504560263	154	154	0.00957869050640131	0.185019969255225
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae|D_5_Romboutsia	Children	-0.000690437548592622	154	70	0.010240825246285	0.193089802636684
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales|D_4_Burkholderiaceae	Medium	0.000700864719402637	154	128	0.0103472282975153	0.193089802636684
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Christensenellaceae|D_5_uncultured	Medium	-7.49617414318583e-05	154	22	0.0109850787471878	0.199040139673245
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminiclostridium 9	Medium	-0.000121620401670154	154	102	0.0110276553315785	0.199040139673245
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pasteurellales|D_4_Pasteurellaceae|D_5_	Children	-3.18383066762436e-05	154	13	0.0113961763243748	0.20237403440543
Age_grp	D_0_Bacteria|D_1_Kiritimatiellaeota|D_2_Kiritimatiellae|D_3_WCHB1-41|D_4_uncultured rumen bacterium|D_5_uncultured rumen bacterium	Children	-0.000915362509676547	154	53	0.0131446078166137	0.229717669937963
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Fusicatenibacter	Medium	0.000121198118367728	154	38	0.0134341242845361	0.229944669598547
Gender	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_metagenome|D_5_metagenome	M	-0.00103660363879042	154	91	0.0135752983868352	0.229944669598547
Gender	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Senegalimassilia	M	-0.000153237549437727	154	101	0.015426356685685	0.23122523121079
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_uncultured	Medium	2.62184214056752e-05	154	17	0.0148619707239167	0.23122523121079
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae|D_5_Odoribacter	Medium	0.000109883936964478	154	44	0.01554102371444	0.23122523121079
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Rikenellaceae|D_5_dgA-11 gut group	Medium	-0.000965463895542069	154	35	0.0149944507384547	0.23122523121079
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Leuconostocaceae|D_5_Leuconostoc	Medium	6.23391082269635e-06	154	6	0.0154945841383	0.23122523121079
Urban	D_0_Bacteria|D_1_Planctomycetes|D_2_Planctomycetacia|D_3_Pirellulales|D_4_Pirellulaceae|D_5_p-1088-a5 gut group	Medium	-5.44753905163547e-05	154	9	0.0152726821376349	0.23122523121079
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rhodospirillales|D_4_uncultured|D_5_	Medium	-0.000260661353608473	154	76	0.0145310444252103	0.23122523121079
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rickettsiales|D_4_Mitochondria|D_5_uncultured alpha proteobacterium	Medium	-1.71794772866696e-05	154	21	0.0153340282203058	0.23122523121079
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Christensenellaceae	Medium	-0.00164203900373926	154	145	0.0141626347657486	0.23122523121079
Gender	D_0_Bacteria|D_1_Planctomycetes|D_2_Planctomycetacia|D_3_Pirellulales|D_4_Pirellulaceae|D_5_p-1088-a5 gut group	M	-5.30300964146385e-05	154	9	0.0160038824662445	0.234936994604469
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Aeromonadales|D_4_Succinivibrionaceae|D_5_Ruminobacter	Children	-0.0124427676177408	154	106	0.0164771813325892	0.238702324305009
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae|D_5_Sanguibacteroides	Children	-6.85147864687907e-06	154	4	0.0168021412316299	0.240248798649669
