Metadata	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Tannerellaceae|D_5_Parabacteroides	Low	0.0014354002540136	177	147	0.00541379620640377	0.186979989961173
Urban	D_0_Bacteria|D_1_Fibrobacteres|D_2_Fibrobacteria|D_3_Fibrobacterales|D_4_Fibrobacteraceae|D_5_Fibrobacter	Low	-0.000132034080118108	177	17	0.00500011338022206	0.186979989961173
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured organism	M	-0.000662791413535812	177	94	0.00546205133718102	0.186979989961173
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Butyrivibrio	Low	0.000583256968416841	177	83	0.00521577902230723	0.186979989961173
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Tannerellaceae	Low	0.0014354002540136	177	147	0.00541379620640377	0.186979989961173
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_uncultured Porphyromonadaceae bacterium	Low	0.00490102058067087	177	135	0.00599252514107969	0.192624746747636
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminiclostridium 6	Medium	0.000204998333434127	177	96	0.00581785768952297	0.192624746747636
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII	M	-0.000198043276273388	177	130	0.00601952333586362	0.192624746747636
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_GCA-900066225	Children	-0.000214721878347571	177	48	0.00626404681586138	0.196184615169105
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Streptococcaceae|D_5_Lactococcus	Medium	-0.00018255713552289	177	56	0.00667267441644537	0.204628682104325
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Eubacterium] ruminantium group	Medium	0.000451056195128231	177	124	0.00681865552785658	0.204837978306222
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Leuconostocaceae	Low	0.000103027992564376	177	32	0.00707542026559842	0.208300372619217
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_uncultured	Low	-4.0951338528977e-05	177	20	0.00758352197607042	0.218881261740699
Urban	D_0_Archaea|D_1_Euryarchaeota|D_2_Methanobacteria|D_3_Methanobacteriales|D_4_Methanobacteriaceae|D_5_Methanosphaera	Low	1.02513908514742e-05	177	9	0.00822583332466717	0.229179253768516
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Coprococcus 3	M	-0.000199496985250242	177	131	0.00848270981346239	0.229179253768516
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-001	M	0.000207260550217896	177	74	0.0087820068400896	0.229179253768516
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae NK4A214 group	M	-0.000520645723449793	177	143	0.00887446838641673	0.229179253768516
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae	Low	-0.000205596842036713	177	113	0.00878671239791187	0.229179253768516
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptococcaceae	Low	5.13007621975891e-05	177	63	0.0088112765325144	0.229179253768516
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_|D_5_	Medium	-0.00020263514991087	177	66	0.00934174014467314	0.237086922292394
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured rumen bacterium	Children	-7.13395587507457e-05	177	27	0.00969037395888514	0.240632570455238
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Negativibacillus	Low	6.16009519020722e-05	177	34	0.00990703842835642	0.240632570455238
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminiclostridium 9	Medium	-0.000102336929602184	177	98	0.00997186603109342	0.240632570455238
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae|D_5_Intestinibacter	Children	-0.000205583621761888	177	84	0.01030065862607	0.244557572541532
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli	Low	-0.00697605743622032	177	157	0.0105882739483593	0.247395861142617
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Leuconostocaceae|D_5_Weissella	Low	9.07397989545284e-05	177	25	0.0109794331505296	0.250897478560853
Age_grp	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_uncultured Mollicutes bacterium|D_5_uncultured Mollicutes bacterium	Children	-4.59621765103831e-05	177	21	0.0110790326810159	0.250897478560853
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pasteurellales|D_4_Pasteurellaceae	M	0.0009312319974156	177	143	0.0114658283277551	0.254336729886406
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales	Low	-0.0065316855743287	177	153	0.0115764680043405	0.254336729886406
Urban	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Izimaplasmatales|D_4_gut metagenome|D_5_gut metagenome	Medium	-0.00026289150396655	177	76	0.011892512217767	0.257437911537544
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae|D_5_Intestinibacter	Medium	-0.000233719469660488	177	84	0.0120873996635429	0.257864526155582
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured bacterium	M	-0.00117792198702118	177	144	0.0123164433716951	0.258997209187646
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Senegalimassilia	Medium	-0.000143202076426701	177	99	0.0133464818028444	0.267241684875746
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_|D_5_	Low	-0.000207714566549672	177	66	0.0133471456063124	0.267241684875746
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_	Children	0.000869492285977905	177	153	0.0136712581350825	0.267241684875746
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae NK4A136 group	Medium	0.00191447227308855	177	162	0.0138617334892201	0.267241684875746
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Catenibacterium	Low	-0.000654581459234785	177	152	0.0128954782846094	0.267241684875746
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Streptococcaceae	Medium	-0.00372047228090045	177	138	0.0139793544398318	0.267241684875746
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Veillonellaceae	Medium	-0.00109098040218426	177	157	0.0136148092108667	0.267241684875746
Gender	D_0_Bacteria|D_1_Cyanobacteria|D_2_Melainabacteria|D_3_Gastranaerophilales|D_4_gut metagenome|D_5_gut metagenome	M	-0.000435006277144972	177	34	0.0145395324993997	0.267527397988954
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured rumen bacterium	Medium	-7.85747507405987e-05	177	27	0.0141761821460137	0.267527397988954
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae NC2004 group	Low	4.88981343814227e-05	177	16	0.0144471395152345	0.267527397988954
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Slackia	Medium	-2.8152814213479e-05	177	16	0.0169690937408614	0.282241884833001
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Carnobacteriaceae|D_5_Dolosigranulum	Low	6.98656833028572e-06	177	12	0.0169619551427918	0.282241884833001
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Streptococcaceae|D_5_Streptococcus	Medium	-0.0035411669690435	177	133	0.0177459705481871	0.282241884833001
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_gut metagenome	M	-0.000149018338740539	177	95	0.0177698040122422	0.282241884833001
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_metagenome	Medium	-0.000221318387668963	177	70	0.0179699361116216	0.282241884833001
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Acidaminococcaceae|D_5_Phascolarctobacterium	Medium	-0.000868764841505021	177	166	0.0179091152479999	0.282241884833001
Age_grp	D_0_Bacteria|D_1_Lentisphaerae|D_2_Lentisphaeria|D_3_Victivallales|D_4_vadinBE97|D_5_	Children	-3.89924334657514e-05	177	5	0.0160042090661906	0.282241884833001
Gender	D_0_Bacteria|D_1_Lentisphaerae|D_2_Oligosphaeria|D_3_Oligosphaerales|D_4_Oligosphaeraceae|D_5_Z20	M	-0.00055942492551475	177	41	0.0158724320412028	0.282241884833001
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales|D_4_Burkholderiaceae|D_5_Oxalobacter	Medium	-3.82055719580461e-05	177	23	0.0165411349521754	0.282241884833001
Age_grp	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_uncultured prokaryote|D_5_uncultured prokaryote	Children	-9.45392129721512e-05	177	55	0.0169963712214101	0.282241884833001
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae	Children	-0.000289920541484655	177	102	0.0156169873737704	0.282241884833001
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Acidaminococcaceae	Medium	-0.000868281131626369	177	166	0.0179422542464164	0.282241884833001
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales	Low	0.0179366356375524	177	177	0.0180235986238465	0.282241884833001
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia	Low	0.0181055713655254	177	177	0.0167273654100655	0.282241884833001
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pasteurellales|D_4_Pasteurellaceae|D_5_	M	4.4758751814199e-05	177	14	0.0188752756419251	0.289420893176185
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Coriobacteriaceae	Low	-0.000185533019045124	177	125	0.0187823820955391	0.289420893176185
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Family XIII AD3011 group	M	-0.000122885973709638	177	101	0.0191306742641011	0.290312912543884
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Coriobacteriaceae|D_5_Collinsella	Low	-0.000184747590886778	177	123	0.0193934781541834	0.291297957581204
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales|D_4_Burkholderiaceae|D_5_Sutterella	Children	-0.000623834286904463	177	148	0.0196964718138391	0.29286067181789
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pasteurellales|D_4_Pasteurellaceae|D_5_Haemophilus	M	0.000743673008850762	177	141	0.0201244147881054	0.296231385680912
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Slackia	Low	-2.91900778538167e-05	177	16	0.0215602264735467	0.301511206313114
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae|D_5_Sanguibacteroides	Low	8.06522937903372e-06	177	2	0.0218179518188326	0.301511206313114
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotella 2	Children	0.00268776873553092	177	170	0.0220169391063776	0.301511206313114
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_uncultured	Children	-0.000398752364590396	177	129	0.0221217461153643	0.301511206313114
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Veillonellaceae|D_5_Anaerovibrio	Low	-0.000234010389847132	177	68	0.0219836799359053	0.301511206313114
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rhodospirillales|D_4_uncultured|D_5_uncultured rumen bacterium	M	-0.000127209412746842	177	23	0.0216124601815067	0.301511206313114
Gender	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_gut metagenome|D_5_gut metagenome	M	-0.00037989100944009	177	113	0.0216427524092468	0.301511206313114
Age_grp	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_uncultured bacterium|D_5_uncultured bacterium	Children	-0.000407502156607742	177	148	0.0212917461053928	0.301511206313114
Gender	D_0_Archaea|D_1_Euryarchaeota|D_2_Thermoplasmata|D_3_Methanomassiliicoccales|D_4_Methanomethylophilaceae|D_5_Candidatus Methanogranum	M	-0.000140561775854713	177	50	0.0235099169010262	0.311771150255051
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Fournierella	Children	-5.97864369481267e-05	177	61	0.0235093945673919	0.311771150255051
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae	Low	0.000272750420337132	177	107	0.0234658812570388	0.311771150255051
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Enterobacteriales|D_4_Enterobacteriaceae|D_5_	M	0.000813644354686453	177	47	0.025018820613527	0.328818785206355
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-010	Children	-0.00113701023008494	177	161	0.0259128020960818	0.337554377747189
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcus 2	Medium	-0.00087606830134503	177	139	0.0262550796861727	0.339012958754791
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Enterobacteriales|D_4_Enterobacteriaceae|D_5_Morganella	Low	0.000126908546079115	177	6	0.0272443013422282	0.348727057180521
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Senegalimassilia	Low	-0.000136949810684245	177	99	0.0278325676177385	0.349887178805357
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae|D_5_Butyricimonas	Medium	0.000188734526872828	177	94	0.0280480211270598	0.349887178805357
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Anaerosporobacter	Children	0.000128773393363083	177	30	0.0277023010851162	0.349887178805357
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-008	Medium	2.70258744917988e-05	177	16	0.0283165231090964	0.350268252240251
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_uncultured	Medium	-3.10063398046728e-05	177	20	0.028780549791946	0.353041410781204
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcus 1	Medium	0.00180420332756116	177	173	0.029137349946887	0.354464290262956
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Family XIII UCG-001	M	-3.62373602489123e-05	177	65	0.0297524904325906	0.358980868170273
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Blautia	M	0.000895867799328748	177	174	0.0300988043921802	0.360206829799099
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured bacterium	Medium	-0.00116667797048868	177	144	0.0316730720433039	0.364240328497995
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-002	Low	0.00222514377041877	177	174	0.0307279526445154	0.364240328497995
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-010	Medium	-0.00127753802646431	177	161	0.0312709696702992	0.364240328497995
Gender	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Mollicutes RF39|D_4_unidentified rumen bacterium RF39|D_5_unidentified rumen bacterium RF39	M	-9.41894417526556e-05	177	35	0.0313753371823855	0.364240328497995
Gender	D_0_Archaea|D_1_Euryarchaeota|D_2_Thermoplasmata|D_3_Methanomassiliicoccales|D_4_Methanomethylophilaceae	M	-0.000146119674628348	177	52	0.0314310132222557	0.364240328497995
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Bacteroidales RF16 group|D_5_uncultured bacterium	Low	0.00110055471246082	177	80	0.032875569948181	0.368239448985016
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae|D_5_Odoribacter	Low	8.22364696318473e-05	177	44	0.0379194827235047	0.368239448985016
