Metadata	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Tannerellaceae|D_5_Parabacteroides	Low	0.0014354002540136	177	147	0.00541379620640377	0.186979989961173
Urban	D_0_Bacteria|D_1_Fibrobacteres|D_2_Fibrobacteria|D_3_Fibrobacterales|D_4_Fibrobacteraceae|D_5_Fibrobacter	Low	-0.000132034080118108	177	17	0.00500011338022206	0.186979989961173
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured organism	M	-0.000662791413535812	177	94	0.00546205133718102	0.186979989961173
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Butyrivibrio	Low	0.000583256968416841	177	83	0.00521577902230723	0.186979989961173
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Tannerellaceae	Low	0.0014354002540136	177	147	0.00541379620640377	0.186979989961173
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_uncultured Porphyromonadaceae bacterium	Low	0.00490102058067087	177	135	0.00599252514107969	0.192624746747636
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminiclostridium 6	Medium	0.000204998333434127	177	96	0.00581785768952297	0.192624746747636
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII	M	-0.000198043276273388	177	130	0.00601952333586362	0.192624746747636
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_GCA-900066225	Children	-0.000214721878347571	177	48	0.00626404681586138	0.196184615169105
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Streptococcaceae|D_5_Lactococcus	Medium	-0.00018255713552289	177	56	0.00667267441644537	0.204628682104325
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Eubacterium] ruminantium group	Medium	0.000451056195128231	177	124	0.00681865552785658	0.204837978306222
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Leuconostocaceae	Low	0.000103027992564376	177	32	0.00707542026559842	0.208300372619217
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_uncultured	Low	-4.0951338528977e-05	177	20	0.00758352197607042	0.218881261740699
Urban	D_0_Archaea|D_1_Euryarchaeota|D_2_Methanobacteria|D_3_Methanobacteriales|D_4_Methanobacteriaceae|D_5_Methanosphaera	Low	1.02513908514742e-05	177	9	0.00822583332466717	0.229179253768516
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Coprococcus 3	M	-0.000199496985250242	177	131	0.00848270981346239	0.229179253768516
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-001	M	0.000207260550217896	177	74	0.0087820068400896	0.229179253768516
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae NK4A214 group	M	-0.000520645723449793	177	143	0.00887446838641673	0.229179253768516
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae	Low	-0.000205596842036713	177	113	0.00878671239791187	0.229179253768516
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptococcaceae	Low	5.13007621975891e-05	177	63	0.0088112765325144	0.229179253768516
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_|D_5_	Medium	-0.00020263514991087	177	66	0.00934174014467314	0.237086922292394
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured rumen bacterium	Children	-7.13395587507457e-05	177	27	0.00969037395888514	0.240632570455238
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Negativibacillus	Low	6.16009519020722e-05	177	34	0.00990703842835642	0.240632570455238
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminiclostridium 9	Medium	-0.000102336929602184	177	98	0.00997186603109342	0.240632570455238
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae|D_5_Intestinibacter	Children	-0.000205583621761888	177	84	0.01030065862607	0.244557572541532
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli	Low	-0.00697605743622032	177	157	0.0105882739483593	0.247395861142617
